climatebelief	econcern	poli	ambient1	ambient2	source01	ResponseId	consent	activist	envhope	cblame_ind	cblame_gov	cblame_corp	cblame_comm	cvictim_ind	cvictim_gov	cvictim_corp	cvictim_comm	cresponsible_ind	cresponsible_comm	cresponsible_gov	cresponsible_corp	emo_Angry	emo_Worry	emo_Sad	emo_Hope	emo_Guilt	freqthought	freqemo	asp1	asp2	asp3	asch1	asch2	asch3	asu1	asn1	asn2	asn3	asu2	asp4	asu3	asu4	asi1	asi2	asi3	CaseID	Direct	Target	Time	Temperature	Weather	Wildfire	Economy	PoliInaction	IndividualInaction	NotStressed	Overreact	Habitat	School	NewsDocs	Pollution	IceCaps	Plastic	Future	Health	Guilt	Bot	Other	recall_gen	emointense	selfdistr1	active1	denial1	substance1	emosupp1	disengage1	active2	denial2	vent1	instrumental1	substance2	reframe1	sblame1	plan1	emosupp2	disengage2	reframe2	humor1	selfdistr2	accept1	vent2	religion1	instrument2	accept2	plan2	sblame2	religion2	humor2	eco1	eco2	eco3	eco4	gender	Female	race	DELETE	age	educ	zipcode	poliideo	poliparty	venting	selfdistract	emosupport	active	planning	disengagement	substance	selfblame	denial	humor	religion	acceptance	instrumental	reframing	EconPoli	econcernXpoli	ambient3	concernC	asF1	asF2	asF3	distancing1	distancing2	problemfocus	probsocial	minimization
2	1	5.00	2.00	6.75	0	R_2cAc0T3LoPEnfsl	4	3	1	2	2	2	2	1	1	1	1	2	2	3	3	1	2	2	1	1	2	1	2	2	2	2	1	7	2	3	2	7	2	4	1	2	7	6	7	10	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"I can only think of how stressed I get when we now get alot more snowfall than in the past. Most winters have become a lot worse with snow and ice and it is happening more frequently, and this in turn causes an upheaval affecting travel and daily routines, not to mention the work of having to dig out of the snow.  I need to always have ice melt on hand, shovels and clothing to do this work now. 

But I don't view this as something people are doing, but as a change in pattern. Summers are are pretty much how they have always been and I am sure in no time summers will change and winters might go back to being more like I remembered them."	6	1	4	1	1	1	1	4	1	1	1	1	3	1	4	1	1	3	3	2	4	2	1	1	4	2	1	1	2	1	1	3	1	female	1	white	0.00	46.00	4	07601	5	5	1.50	1.50	1.00	4.00	3.00	1.00	1.00	1.00	1.00	2.50	1.00	4.00	1.00	3.00	5.00	5.00	7.00	1.54	2.08	6.67	7.00	1.30	1.58	3.50	2.25	6.67
2	5	9.00	2.80	4.75	0	R_1N3clHDcaCxSQTa	4	4	5	2	3	3	2	3	2	4	3	2	3	3	3	1	3	2	3	1	5	3	3	5	2	3	3	5	2	5	3	3	3	2	2	3	6	5	7	14	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	When there are hurricanes and bad storms sometimes I feel stressed about climate change. I remember the hurricanes of last year. It struck the Bahamas hard. I wondered then if climate change had anything to do with it. I don't think there is very much one person can do. I do not waste water and I try to keep my thermostat low.	5	3	2	1	1	2	2	2	1	1	1	1	3	1	2	1	3	4	1	3	3	2	4	1	4	1	1	2	1	1	2	2	1	Female	1	White	0.00	72.00	4	42021	9	9	1.50	3.00	1.50	2.00	1.50	2.50	1.00	1.00	1.00	1.00	3.00	3.50	1.00	3.50	45.00	45.00	7.00	4.00	3.00	4.33	6.50	1.30	1.67	1.75	1.50	4.33
2	3	5.00	2.70	5.25	0	R_beLuzrF8jiTnOPn	4	3	5	2	3	3	2	3	3	3	3	3	3	4	4	1	2	2	3	1	3	2	4	4	4	2	1	6	2	5	3	4	2	2	2	4	6	5	7	16	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Probably just when someone is acting like the end of humanity is imminent because of the environment because those situations kind of annoy and stress me out a little.	3	1	3	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	1	1	1	1	1	1	1	1	Male	0	Black	0.00	39.00	5	92359	5	5	1.00	1.00	1.00	2.00	1.00	1.00	1.00	1.00	2.00	2.00	1.00	2.00	1.00	1.00	15.00	15.00	7.00	2.96	2.92	5.00	6.50	1.40	1.33	1.50	1.25	5.00
2	3	7.00	2.20	3.50	0	R_3HFjx7EMQeIyOqL	4	4	5	2	2	2	2	3	2	2	4	2	2	3	3	1	1	1	3	1	2	1	2	3	2	2	2	5	3	2	2	5	2	2	2	2	2	2	2	17	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	"The only stress that I would fell about climate change is frustration in how overblown the problem is by the media.
It is a problem that would be simply solved by a few changes in our electrical grid."	2	1	1	3	1	1	1	1	2	1	1	1	2	1	2	1	1	3	1	3	1	1	2	1	2	1	1	1	2	1	2	1	1	Male	0	Caucasian	0.00	61.00	5	20148	8	6	1.00	2.00	1.00	1.00	1.50	1.00	1.00	1.00	2.50	1.50	1.50	1.50	1.00	2.50	21.00	21.00	2.00	2.58	2.17	4.00	2.00	1.40	1.58	1.25	1.13	4.00
2	1	8.00	1.10	4.25	0	R_87Uzmwlx7GFWN3P	4	3	4	2	2	2	2	2	2	2	2	2	2	3	3	1	2	2	4	1	2	1	1	2	1	1	1	1	1	6	6	6	1	1	1	1	5	5	4	19	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	Probably with the wildfires in California. Ash falling from the skies is a little disconcerting and stressful. I'm up in the air on the issue and I don't really see the connection. I'm over 58 years old and it's no different than what I witnessed  from my childhood. Climate change is a normal process and it always changes. Maybe if they change it back to global warming/cooling and make the term more accurate I would give it more credence.	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	Male	0	asian	0.00	58.00	5	91911	8	8	1.50	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.50	1.00	1.00	1.50	1.00	2.00	8.00	8.00	4.00	1.46	1.92	4.00	4.50	1.10	1.25	1.00	1.00	4.00
2	2	7.00	3.70	5.75	0	R_3njRHg4CsQPcQKw	4	1	1	1	1	1	1	5	1	1	5	3	3	1	1	1	1	1	1	1	5	3	5	6	7	2	2	6	2	2	5	7	2	5	1	5	7	3	7	25	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	I was learning about the grand solar minimum and how this is the true cause of climate change. Then I realized the man-made climate change narrative will be used to obtain further government control and power through a completely natural cycle that occurs on a regular basis. This caused me a lot of stress thinking about how rich people will spin this to obtain even more power.	5	2	3	2	1	2	1	4	1	1	2	1	3	2	4	2	1	4	3	2	4	1	4	2	3	4	2	3	3	1	1	4	1	Male	0	Caucasian	0.00	28.00	5	80027	9	5	1.00	2.00	2.00	3.50	4.00	1.00	1.00	2.00	1.50	3.00	3.50	3.50	2.00	3.50	14.00	14.00	7.00	2.83	3.67	5.33	7.00	1.70	2.00	3.75	2.88	5.33
2	3	5.50	4.50	3.75	0	R_SNchIkhxyd52COt	4	4	4	2	1	4	1	2	1	3	1	2	1	2	4	2	4	4	5	1	2	1	4	4	3	6	5	7	5	6	5	4	5	4	6	3	2	2	4	29	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"I felt worried, like the earth was going to go through the bad effects of climate change soon and be ruined, and that a lot of people knew but didn't know how to handle the problem."	6	2	2	2	1	1	2	1	3	1	2	1	1	2	1	2	1	2	1	3	2	1	4	2	2	1	1	1	1	1	2	2	1	Male	0	African American	0.00	27.00	5	33558	7	4	1.00	2.50	1.50	1.50	1.00	1.50	1.00	1.50	2.50	1.00	2.50	2.00	2.00	1.50	16.50	16.50	4.00	3.83	4.67	4.33	3.00	1.50	1.50	1.25	1.50	4.33
2	6	5.00	3.90	4.00	0	R_2eQEojj0EZneJFw	4	4	6	3	3	4	2	5	2	1	5	3	3	5	5	1	3	2	4	2	3	1	3	3	6	5	1	6	4	5	5	4	4	5	5	3	4	2	7	30	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	I was listening to a little girl give a speech about climate change and I became a little bit stressed about it. She was upset at how little people were doing in the government to stop it and I agree that all people have been so lazy on this issue we could all do better if we cared just a little bit.	3	1	2	1	1	1	2	2	1	3	2	1	2	3	2	2	1	2	2	1	4	3	1	2	4	2	2	1	2	1	3	2	1	Male	0	African American	0.00	36.00	5	14621	5	5	3.00	1.00	1.50	2.00	2.00	1.50	1.00	2.50	1.00	2.00	1.00	4.00	2.00	2.00	30.00	30.00	7.00	5.04	4.08	4.00	5.50	1.60	1.67	2.00	1.88	4.00
2	5	3.00	4.60	4.00	0	R_1I6sgT24ubPbnwU	4	4	4	3	3	4	2	4	1	1	4	3	3	4	4	2	4	3	2	2	3	2	5	6	5	4	3	4	4	6	5	5	4	5	5	5	5	2	7	33	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	I felt stressed about climate change when I think of my son. I worry about what climate change will mean for his generation and his children if he has any when he is old enough. I worry about the impact on their lives.	4	3	2	2	1	1	2	2	3	2	1	1	2	2	1	1	3	2	1	4	2	1	1	1	2	1	1	1	1	1	2	2	1	female	1	caucasian	0.00	37.00	5	48857	3	3	1.50	3.50	1.00	2.00	1.00	2.50	1.00	1.50	2.50	1.00	1.00	2.00	1.00	2.00	15.00	15.00	7.00	4.88	4.75	3.67	6.00	1.70	1.75	1.50	1.25	3.67
2	1	9.00	1.00	5.00	0	R_3IRfXX1C3Js9RdB	4	2	6	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	6	1	1	1	1	1	6	6	6	39	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	"the only time that i am stressed about climate change is when i hear the environmentalists wanting to take away my rights. my right to use a plastic straw, my right to take a long shower, my right to use a gas engine, my right to keep appliances plugged in as long as i want, etc. are being taken away. I think they are going overboard and it is ridiculous. God will take care of the environment."	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	female	1	white	0.00	48.00	5	52346	9	9	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	2.50	1.00	1.00	1.00	9.00	9.00	6.00	1.21	1.42	4.67	6.00	1.00	1.00	1.00	1.00	4.67
2	6	3.50	3.70	4.50	0	R_3mmFGf69Lc03R8W	4	1	4	4	3	4	4	3	3	3	4	3	4	4	3	1	4	2	3	1	3	3	4	4	4	2	2	4	3	3	4	5	4	5	6	3	3	6	4	40	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	i was talking to a friend at work about climate change and he was telling me about a bunch of fires going o which is caused from climate change. it scared me a lot.	5	3	2	2	1	2	3	2	2	2	2	1	3	1	2	2	2	3	3	2	2	3	2	3	2	2	2	2	2	2	3	2	2	female	1	white	0.00	33.00	5	34465	2	5	2.50	2.50	2.00	2.00	2.00	2.50	1.00	1.50	2.00	2.50	2.00	2.00	2.50	3.00	21.00	21.00	4.00	4.83	3.67	5.00	3.50	1.90	2.08	2.00	2.13	5.00
2	1	9.00	1.30	5.75	0	R_1outpZFAY6LYK41	4	2	4	1	2	2	1	2	1	1	2	3	1	1	3	3	2	2	1	1	3	3	1	2	2	1	1	6	1	5	5	4	1	2	1	1	7	6	7	44	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	"I'm more stressed about the ideology involved in the climate change battle rather than climate change itself. Modern climate change activists (some scientists included) have become a Fundamentalist-like cult in their apocalyptic zeal. They skew data to exaggerate their findings, they claim to know the world will end in a decade or so, and they attempt to recruit others into their mode of thinking so they can enact unnecessarily restrictive government policies. On top of all that, their behavior is often hypocritical (for example, famous activists urging others to make significant lifestyle changes such as taking 5-minute showers, foregoing air conditioning in the summer, and foregoing parenthood, while the activists themselves fly around in private jets, own multiple mansions with a huge ""carbon footprint"", and not only have families but some even go as far as IVF to have children) which calls out their true motives as highly questionable."	3	3	1	1	1	2	1	2	1	2	1	1	1	1	2	2	1	2	2	3	3	3	4	1	3	2	1	2	2	2	1	1	1	female	1	Caucasian	0.00	33.00	5	35650	9	9	2.50	3.00	2.00	1.50	2.00	1.00	1.00	1.00	1.00	2.00	3.00	3.00	1.00	1.50	9.00	9.00	7.00	1.46	1.92	5.33	7.00	1.20	1.25	1.75	1.63	5.33
2	3	6.00	3.80	3.75	0	R_2YG0V6Gi1OBJSl2	4	3	4	3	2	3	1	2	3	4	2	3	4	2	4	1	1	1	4	1	2	1	2	4	5	2	5	4	2	4	5	2	5	5	3	5	4	5	5	50	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I was stressed when it was really hot outside above normal average	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	Male	0	White	0.00	41.00	6	85710	6	6	1.50	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.50	1.50	1.50	1.00	18.00	18.00	5.00	3.46	3.92	3.67	4.50	1.00	1.00	1.00	1.13	3.67
2	4	4.00	1.80	4.50	0	R_1liwIjEcIdGR5uM	4	4	4	3	3	3	3	2	2	1	2	3	4	4	4	2	2	2	2	1	6	4	1	1	1	3	1	5	3	5	4	4	3	2	2	1	5	4	7	55	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	"I feel anger and stress when I see the consumption habits of everyone, including those who SAY they are environmentally friendly people. These same people live extravagantly, they fly, they overuse everything because they think they're worth it. They must have the newest restaurants, the newest schools, the newest stores, always picking at something rather than being satisfied and getting by and using what they have already. Another thing that bothers me is globalism, we can only control our own nation, if we allow every other nation to come here, then each of those people must acquire their American dream of owning every material good ever made. This equals exploding populations, exploding waste and it needs to abate, not increase at this time in history."	7	2	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	2	1	1	2	1	2	1	2	2	1	2	1	1	4	1	1	Female	1	Caucasian	0.00	58.00	6	83713	4	4	1.50	1.50	1.00	1.50	2.00	1.50	1.00	1.00	1.00	1.00	2.00	2.00	1.00	2.00	16.00	16.00	7.00	3.13	2.25	4.33	6.00	1.10	1.25	1.75	1.38	4.33
2	6	9.00	3.70	4.25	0	R_1q82p08YZpMn1YC	4	4	2	3	3	4	2	5	2	2	5	2	3	5	5	1	5	5	5	1	5	5	3	3	5	5	3	3	3	6	2	2	5	5	2	3	7	5	6	67	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	When I read stories and/or see pictures of the ice melting in places that have been frozen over for hundreds and hundreds of years it makes me worried and anxious.  I once saw melted ice where Penguins were living in their natural habitat.  It makes my heart sad and hurt.  These beautiful creatures need the ice and cold to survive.  This is all very stressful for me.  At times like these I feel it is natural causes that are causing climate change.  I tell myself it is part of God's plan and he is preparing the earth for His future plans.	7	2	1	1	1	4	1	4	1	4	1	1	4	1	1	4	1	4	1	1	4	2	4	1	2	1	1	4	1	1	1	1	1	female	1	white	0.00	51.00	6	14420	9	9	3.00	1.50	4.00	2.50	1.00	1.00	1.00	1.00	1.00	1.00	4.00	3.00	1.00	4.00	54.00	54.00	6.00	4.88	3.75	3.33	6.50	1.00	1.50	1.75	2.13	3.33
2	5	7.50	6.10	6.25	0	R_1Icl56rkCk4l9Fl	4	3	6	4	5	4	5	5	4	4	5	5	4	5	4	5	4	5	4	3	3	3	5	7	5	6	6	7	7	6	7	6	6	6	7	6	6	6	7	75	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I AM LITTLE STRESSED ABOUT THE CLIMATE CHANGE	6	2	2	3	2	2	2	3	2	3	1	1	3	2	1	2	3	2	2	2	2	3	3	2	2	2	1	1	1	2	1	2	2	MALE	0	WHITE	0.00	33.00	7	97471	8	7	3.00	2.00	2.00	2.50	1.50	2.50	1.50	1.50	2.50	1.50	2.00	2.00	1.50	2.50	37.50	37.50	7.00	5.58	6.17	6.33	6.50	1.90	2.00	2.00	1.88	6.33
2	6	6.00	4.90	3.50	0	R_xocMwRxtcssPfW1	4	1	5	4	3	4	3	5	3	4	3	4	3	4	3	4	3	4	3	2	3	4	5	6	6	4	3	2	6	4	5	4	5	6	5	3	4	4	4	80	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"My friend  one day call me & he say immediately come to hospital,quickly i ready to go hospital that time the sunny climate is suddenly change rainy . That time i feel most of angry."	6	2	3	4	2	3	3	4	3	4	1	1	3	4	3	4	2	3	3	2	3	4	2	3	2	1	3	2	3	2	4	2	2	Male	0	White	0.00	40.00	7	89104	7	5	4.00	2.00	3.50	3.50	2.00	2.50	1.50	3.50	3.50	3.00	2.00	2.50	2.00	3.00	36.00	36.00	4.00	5.42	4.83	3.33	4.00	2.80	2.83	2.75	2.75	3.33
2	5	5.50	4.80	5.50	0	R_12tl8SdgHgBelPv	4	5	6	2	3	4	1	2	4	3	1	3	4	2	3	2	3	2	4	5	3	2	3	7	5	5	5	3	5	5	2	7	4	6	3	5	6	6	4	82	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes I would felt it at the time of rainy season. Because it was been totally affected the place near by our home . On that time I felt somewhat stressed.	6	2	1	3	1	2	2	4	2	4	2	1	2	1	4	2	2	3	1	2	2	2	4	2	4	4	2	4	1	1	3	2	3	Male	0	Native American	0.00	23.00	7	21221	3	8	3.00	2.00	2.00	2.50	4.00	2.00	1.00	1.50	2.50	1.00	4.00	3.00	2.00	2.50	27.50	27.50	4.00	4.79	4.58	5.33	5.00	1.60	1.75	3.25	2.63	5.33
2	2	7.00	2.00	5.75	0	R_1f9okcj8vV6XbT9	4	2	4	1	1	2	1	2	1	1	2	2	1	1	2	1	2	1	3	1	2	1	2	1	2	2	2	6	3	5	5	6	2	2	2	2	6	5	6	86	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	"I remember being in the 4th grade and a guest came to our class to talk about global warming. She had all of these alarming soundbytes about how the amazon rain forrest was being cleared at an alarming rate and that the forrests would disappear, the ozone layer was depleted and the environment would turn inhospitable over time if we all didn't take action to conserve the environment. It was all very worrying to hear at my age, and I really felt guilty and  concerned about what to do next. Many of the claims she made in retrospect were completely ridiculous and not grounded in reality."	7	1	1	1	1	1	4	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	male	0	white	0.00	41.00	7	94118	7	7	1.00	1.00	1.00	1.00	1.00	3.00	1.00	1.00	1.00	1.00	1.00	2.00	1.00	2.00	14.00	14.00	6.00	2.25	2.50	5.67	6.00	1.40	1.50	1.00	1.00	5.67
2	5	7.50	5.70	5.50	0	R_3gZAxLZIwDuSGl4	4	4	4	5	3	4	2	5	2	4	3	3	5	4	3	4	5	4	2	3	5	3	6	4	6	5	7	7	7	6	4	5	5	4	6	7	5	5	7	91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	Climate change disturb my health and delayed some work.	6	2	1	3	2	3	4	2	2	4	2	1	1	3	3	1	3	1	2	3	3	2	1	3	4	2	1	3	2	4	2	3	1	Male	0	Black	0.00	28.00	7	98052	7	8	3.00	2.50	2.00	1.50	2.50	3.50	1.50	2.00	2.50	2.00	2.00	3.50	2.50	1.00	37.50	37.50	7.00	5.29	5.58	5.67	6.00	2.30	2.08	2.00	2.13	5.67
2	5	9.00	4.89	5.00	0	R_vwx9iCocKSlEuK5	4	3	5	4	3	4	3	4	5	3	4	3	4	3	4	3	4	5	4	3	4	2	4	5	5	5	5	6	5	7	6	4	.	5	4	6	4	6	4	94	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	"Many impacts of climate change have already been seen, including extreme weather events, glacier retreat, and seasonal events."	6	2	3	2	3	2	1	2	2	3	3	1	2	3	2	2	3	2	3	1	3	2	3	2	2	3	2	3	2	3	2	3	2	Male	0	White	0.00	46.00	7	45211	9	9	2.50	1.50	2.00	2.50	2.50	2.00	2.00	2.50	2.00	2.50	3.00	2.50	2.50	2.00	45.00	45.00	4.00	5.09	5.18	5.33	4.00	2.20	2.17	2.50	2.38	5.33
2	6	6.50	5.20	5.00	0	R_A7JBketuSkGn9Tj	4	3	6	4	3	4	5	4	4	3	3	4	5	4	3	4	3	2	3	4	5	5	6	6	5	5	6	4	5	4	6	5	4	6	5	4	6	5	4	101	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	if the climate is change most of the decease came to people and sometime we cannot accept that much of change	5	3	2	3	2	3	2	3	2	3	2	2	2	3	2	3	2	2	3	3	2	3	2	3	2	3	2	3	2	3	3	3	2	male	0	white	0.00	31.00	7	95841	7	6	3.00	3.00	3.00	2.50	2.50	2.00	2.00	2.50	2.50	2.50	2.50	2.00	2.50	2.00	39.00	39.00	4.00	5.58	5.17	4.67	5.00	2.30	2.25	2.50	2.63	4.67
2	1	9.00	1.20	5.00	0	R_2WD3A5Q22odoVtR	4	2	6	2	3	3	2	3	2	2	2	2	2	3	3	1	1	1	3	1	1	1	2	2	1	1	1	7	1	1	1	4	1	1	1	1	4	5	6	113	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	"I have never felt stressed about climate change. It's fear mongering by liberals nut jobs. What does stress me out is listening to them act like our planet will be destroyed in 1-12 years and proposing ludicrous bills like ""Green New Deal"". No amount of taxing will change the environment. It is what it is. Remember, climate change used to be called ""global warming"" and that was debunked."	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	male	0	white	0.00	45.00	7	24141	9	9	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	9.00	9.00	6.00	1.08	1.17	5.33	5.00	1.00	1.00	1.00	1.00	5.33
2	6	7.00	6.20	6.50	0	R_2wLTkokzCZJpAY5	4	4	5	4	3	5	2	4	3	3	5	2	5	3	4	1	5	2	5	4	4	5	7	6	5	7	6	7	7	4	7	6	7	7	4	6	7	6	5	119	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	"This might be something that happened once, or something that happens more frequently. I feel better."	6	3	2	3	4	2	3	3	1	3	3	1	1	4	3	3	3	1	2	1	2	4	1	3	2	3	3	4	1	4	3	4	3	Male	0	Black	0.00	32.00	7	10001	8	6	3.50	2.00	2.50	2.50	3.00	3.00	2.50	3.50	2.00	1.50	2.50	2.00	3.00	1.00	42.00	42.00	5.00	6.04	6.08	6.33	6.00	2.50	2.25	2.75	2.75	6.33
2	3	7.00	2.90	5.00	0	R_23356IKFYOHmnq9	4	2	6	1	3	3	2	3	2	2	4	2	3	4	2	1	2	1	3	1	3	2	5	5	5	2	2	6	2	5	2	5	2	2	2	2	6	3	7	125	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	It tends to stress me when I hear politicians talk about how I'm expected to change my life.  I simply can not afford an electric car or smart home gadgets or the other things they'd like to force me into buying.  And though I do see changes in the climate I do not believe it's as severe as they say.	5	4	4	3	1	2	2	1	3	2	2	1	2	1	2	2	1	2	3	4	1	2	2	2	4	2	1	1	3	1	1	2	1	male	0	white	0.00	54.00	7	87109	8	6	2.00	4.00	2.00	2.50	2.00	1.50	1.00	1.00	3.00	3.00	1.50	2.50	2.00	2.00	21.00	21.00	7.00	3.00	3.00	4.67	6.50	1.90	1.92	2.25	2.13	4.67
2	2	7.00	2.30	5.75	0	R_vCVqZ20bXGMI6jv	4	2	6	1	2	2	1	1	1	1	1	2	2	2	3	1	1	1	2	1	1	1	2	5	2	2	2	6	2	4	2	6	2	2	2	2	6	5	6	126	3	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	I have never been stressed by climate change only by the reactions of others that perceive that climate change is an immediate issue.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Male	0	Caucasian	0.00	62.00	7	21136	7	7	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	14.00	14.00	6.00	2.21	2.42	5.67	6.00	1.00	1.00	1.00	1.00	5.67
2	7	7.50	6.00	3.25	0	R_3gMcwB4eryt2Tba	4	1	4	5	3	5	5	5	5	5	5	5	5	3	5	5	5	5	5	2	6	6	7	7	6	6	7	1	7	7	4	4	6	4	5	5	7	1	7	127	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"i felt stressed about climate change when i had difficulties in recycling. i felt why did climate change occur, why am i goin through lots of stress, i also thought if others are putting in same effort as me."	7	4	4	3	1	4	4	4	1	1	4	1	4	1	4	4	1	4	2	3	4	2	4	2	4	4	1	3	1	4	1	1	2	male	0	white	0.00	40.00	7	85020	6	9	1.50	3.50	4.00	4.00	4.00	2.50	1.00	1.00	2.00	1.50	3.50	4.00	3.00	4.00	52.50	52.50	7.00	6.46	5.92	2.00	7.00	1.60	2.00	4.00	3.75	2.00
2	5	6.00	4.50	4.50	0	R_1rqNKnkyYGJUFhc	4	3	6	3	4	3	4	3	4	4	3	4	3	3	4	4	3	4	3	2	3	3	5	6	4	3	4	4	4	3	6	4	4	5	4	6	6	4	6	131	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	A time I felt stressed about climate change is when I see news about the glaciers melting. It seems very real to me because we know something is happening when temperatures are dropping in extreme climates like the arctic. I feel like the wildlife and conditions there will only get worse in the future and that makes me sad.	5	2	3	3	2	2	2	3	2	3	3	1	3	1	3	2	3	2	3	3	3	3	2	3	3	2	3	3	3	2	3	2	3	Male	0	USA	0.00	29.00	7	02760	7	5	3.00	2.50	2.00	3.00	2.50	2.50	1.50	2.00	2.50	3.00	2.50	3.00	3.00	2.50	30.00	30.00	6.00	4.75	4.50	4.00	6.00	2.30	2.33	2.75	2.63	4.00
2	6	4.00	4.50	5.00	0	R_3frxJXQmGpTD3wh	4	3	5	4	3	4	3	3	3	4	2	4	3	3	4	4	3	1	3	2	4	5	5	5	5	4	3	5	6	5	4	5	4	4	4	5	6	4	4	133	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I stressed in an mine climate in summer only it very hard to me to go out and to go an shopping and to go office in office time i will be very stressed and very worried	5	2	3	2	4	3	2	3	2	3	2	2	2	3	3	2	3	2	4	4	3	2	3	3	4	2	3	4	4	3	2	4	3	Male	0	White	0.00	25.00	7	43528	7	1	2.50	3.00	2.50	3.00	2.50	2.50	3.00	3.00	2.00	4.00	3.50	3.50	2.50	2.00	24.00	24.00	4.00	5.25	4.50	4.67	5.00	2.90	2.75	2.75	2.63	4.67
2	4	7.50	4.20	4.00	0	R_yr8hBIuXCGKjRzr	4	3	6	3	4	3	1	1	4	1	2	5	1	2	1	1	4	3	4	1	6	4	2	1	4	6	2	1	5	4	7	6	1	7	7	7	6	3	1	135	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	i was readin about science one day when the climate change hit my mind. i had to check online. i found out climatic change is scary.	6	2	3	2	3	3	2	3	3	2	3	1	3	3	2	4	3	4	3	3	4	4	1	3	2	1	3	2	4	2	4	2	4	male	0	white	0.00	25.00	7	80222	7	8	3.00	2.50	3.50	3.00	1.50	2.50	2.00	3.00	2.50	3.50	1.50	3.00	3.00	3.50	30.00	30.00	1.00	4.21	4.42	3.33	3.50	2.70	2.83	2.25	2.75	3.33
